"Category"	"p"	"Correlation"	"DB"	"Cat"	"Journals"	"Docs"	"Indicator"
"PSYCHOLOGY, DEVELOPMENTAL - SSCI"	1.98954589666929e-13	0.718013132167889	"SSCI"	"PSYCHOLOGY, DEVELOPMENTAL"	77	7913	"Eigenfactor"
"PSYCHOLOGY, EDUCATIONAL - SSCI"	1.86831588377192e-05	0.51845670903522	"SSCI"	"PSYCHOLOGY, EDUCATIONAL"	61	3690	"Eigenfactor"
"PSYCHOLOGY, CLINICAL - SSCI"	3.25444209161715e-11	0.540293570692277	"SSCI"	"PSYCHOLOGY, CLINICAL"	130	10779	"Eigenfactor"
"PSYCHOLOGY, BIOLOGICAL - SSCI"	0.144418616498854	0.410908949569631	"SSCI"	"PSYCHOLOGY, BIOLOGICAL"	14	1483	"Eigenfactor"
"PSYCHOLOGY - ESCI"	0.0658910190016829	0.675667551473523	"ESCI"	"PSYCHOLOGY"	8	246	"Eigenfactor"
"PSYCHOLOGY, CLINICAL - ESCI"	0.00670792467760374	0.407329667949736	"ESCI"	"PSYCHOLOGY, CLINICAL"	43	1417	"Eigenfactor"
"PSYCHOLOGY, APPLIED - ESCI"	0.0023834018140892	0.550853223619592	"ESCI"	"PSYCHOLOGY, APPLIED"	28	717	"Eigenfactor"
"PSYCHOLOGY, DEVELOPMENTAL - ESCI"	0.00977950120267558	0.799048188163028	"ESCI"	"PSYCHOLOGY, DEVELOPMENTAL"	9	259	"Eigenfactor"
"PSYCHOLOGY, EDUCATIONAL - ESCI"	0.927372419603065	0.026861510885528	"ESCI"	"PSYCHOLOGY, EDUCATIONAL"	14	484	"Eigenfactor"
"PSYCHOLOGY, BIOLOGICAL - ESCI"	0.0108011320427793	0.989198867957221	"ESCI"	"PSYCHOLOGY, BIOLOGICAL"	4	73	"Eigenfactor"
"PSYCHOLOGY, SOCIAL - SSCI"	0.00467242393821843	0.346644437034482	"SSCI"	"PSYCHOLOGY, SOCIAL"	65	5106	"Eigenfactor"
"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI"	0.0126391725375412	0.21028579181076	"SSCI"	"PSYCHOLOGY, MULTIDISCIPLINARY"	140	13282	"Eigenfactor"
"PSYCHOLOGY, EXPERIMENTAL - SSCI"	0.0140008680712245	0.256803289132902	"SSCI"	"PSYCHOLOGY, EXPERIMENTAL"	91	8763	"Eigenfactor"
"PSYCHOLOGY, MATHEMATICAL - SSCI"	0.000726382222171427	0.813047040014525	"SSCI"	"PSYCHOLOGY, MATHEMATICAL"	13	888	"Eigenfactor"
"PUBLIC ADMINISTRATION - SSCI"	2.75371528428181e-10	0.763606894301261	"SSCI"	"PUBLIC ADMINISTRATION"	48	3199	"Eigenfactor"
"PSYCHOLOGY, PSYCHOANALYSIS - SSCI"	0.387957358273299	0.261592146762104	"SSCI"	"PSYCHOLOGY, PSYCHOANALYSIS"	13	412	"Eigenfactor"
"PUBLIC ADMINISTRATION - ESCI"	0.0142504014278397	0.435842157276725	"ESCI"	"PUBLIC ADMINISTRATION"	31	1408	"Eigenfactor"
"PSYCHOLOGY, MULTIDISCIPLINARY - ESCI"	1.14622332378274e-05	0.545439323819516	"ESCI"	"PSYCHOLOGY, MULTIDISCIPLINARY"	57	1595	"Eigenfactor"
"PSYCHOLOGY, SOCIAL - ESCI"	0.018444581505808	0.664369613094963	"ESCI"	"PSYCHOLOGY, SOCIAL"	12	267	"Eigenfactor"
"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"	1.10124401585979e-15	0.623465826648186	"SCIE"	"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"	133	22684	"Eigenfactor"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI"	1.00135175651482e-08	0.415247571535489	"SSCI"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	176	29707	"Eigenfactor"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE"	0.00030498056799176	0.25092727081057	"SCIE"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	203	35136	"Eigenfactor"
"QUANTUM SCIENCE & TECHNOLOGY - SCIE"	0.138296937168546	0.374769202517987	"SCIE"	"QUANTUM SCIENCE & TECHNOLOGY"	17	2822	"Eigenfactor"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI"	1.77549462872949e-05	0.457259477687288	"ESCI"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	81	5444	"Eigenfactor"
"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI"	8.2799101201788e-05	0.513938135475463	"ESCI"	"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"	53	2841	"Eigenfactor"
"QUANTUM SCIENCE & TECHNOLOGY - ESCI"	0.0786116502908031	0.921388349709197	"ESCI"	"QUANTUM SCIENCE & TECHNOLOGY"	4	214	"Eigenfactor"
"REHABILITATION - SCIE"	1.84065028103723e-05	0.494225051845825	"SCIE"	"REHABILITATION"	68	7562	"Eigenfactor"
"REGIONAL & URBAN PLANNING - SSCI"	3.42999029635111e-07	0.70687921921927	"SSCI"	"REGIONAL & URBAN PLANNING"	40	4020	"Eigenfactor"
"REHABILITATION - SSCI"	0.00403442847246263	0.330446088118305	"SSCI"	"REHABILITATION"	74	5776	"Eigenfactor"
"RELIGION - AHCI"	9.2096022504876e-09	0.446382853300324	"AHCI"	"RELIGION"	151	4546	"Eigenfactor"
"REHABILITATION - ESCI"	0.0757447573565746	0.283990814793616	"ESCI"	"REHABILITATION"	40	1332	"Eigenfactor"
"REGIONAL & URBAN PLANNING - ESCI"	0.00468593366901659	0.779366184289939	"ESCI"	"REGIONAL & URBAN PLANNING"	11	308	"Eigenfactor"
"RELIGION - ESCI"	1.40142827611247e-07	0.392701933128604	"ESCI"	"RELIGION"	168	3822	"Eigenfactor"
"RESPIRATORY SYSTEM - SCIE"	1.10722371084516e-13	0.769405635535972	"SCIE"	"RESPIRATORY SYSTEM"	64	9472	"Eigenfactor"
"REMOTE SENSING - SCIE"	0.00666034316128046	0.469860712851527	"SCIE"	"REMOTE SENSING"	32	9709	"Eigenfactor"
"RHEUMATOLOGY - SCIE"	1.69845370432675e-09	0.826707744393688	"SCIE"	"RHEUMATOLOGY"	34	5129	"Eigenfactor"
"SOCIAL SCIENCES, BIOMEDICAL - SSCI"	0.0918998413886396	0.257202423233923	"SSCI"	"SOCIAL SCIENCES, BIOMEDICAL"	44	4574	"Eigenfactor"
"REPRODUCTIVE BIOLOGY - SCIE"	0.000153420964141523	0.63704650215083	"SCIE"	"REPRODUCTIVE BIOLOGY"	30	4479	"Eigenfactor"
"ROBOTICS - SCIE"	0.000460169616635837	0.617792154448529	"SCIE"	"ROBOTICS"	28	3617	"Eigenfactor"
"SOCIAL ISSUES - SSCI"	0.00503421597674852	0.415503348329519	"SSCI"	"SOCIAL ISSUES"	44	2852	"Eigenfactor"
"ROBOTICS - ESCI"	0.14848305740543	0.492137957626187	"ESCI"	"ROBOTICS"	10	725	"Eigenfactor"
"RESPIRATORY SYSTEM - ESCI"	6.12920756815251e-07	0.754414938755089	"ESCI"	"RESPIRATORY SYSTEM"	32	1873	"Eigenfactor"
"RHEUMATOLOGY - ESCI"	0.00608248288520023	0.692197433852944	"ESCI"	"RHEUMATOLOGY"	14	571	"Eigenfactor"
"REMOTE SENSING - ESCI"	0.0014751714724812	0.691625405249379	"ESCI"	"REMOTE SENSING"	18	603	"Eigenfactor"
"REPRODUCTIVE BIOLOGY - ESCI"	0.548825031029651	0.650850374743272	"ESCI"	"REPRODUCTIVE BIOLOGY"	3	118	"Eigenfactor"
"SOCIAL ISSUES - ESCI"	0.00505625983292233	0.601144898252057	"ESCI"	"SOCIAL ISSUES"	20	571	"Eigenfactor"
"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI"	4.06253206322068e-08	0.675005685026783	"SSCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"	52	3375	"Eigenfactor"
"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	0.00014424007988654	0.356142998227101	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"	109	8693	"Eigenfactor"
"SOCIAL WORK - SSCI"	0.000147585978131168	0.541414892209586	"SSCI"	"SOCIAL WORK"	44	4478	"Eigenfactor"
"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	3.14963467914082e-14	0.575118449664157	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"	146	5634	"Eigenfactor"
"SOCIAL WORK - ESCI"	0.0130418493811953	0.367382668275952	"ESCI"	"SOCIAL WORK"	45	1336	"Eigenfactor"
"SOCIAL SCIENCES, MATHEMATICAL METHODS - ESCI"	0.0504971830250239	0.665327864211969	"ESCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"	9	176	"Eigenfactor"
"SOIL SCIENCE - SCIE"	5.03989749496744e-08	0.759479848827599	"SCIE"	"SOIL SCIENCE"	37	6043	"Eigenfactor"
"SPORT SCIENCES - SCIE"	2.80005402400731e-15	0.719644783619755	"SCIE"	"SPORT SCIENCES"	88	10893	"Eigenfactor"
"STATISTICS & PROBABILITY - SCIE"	4.66258800761625e-23	0.741473843811937	"SCIE"	"STATISTICS & PROBABILITY"	125	12201	"Eigenfactor"
"SPECTROSCOPY - SCIE"	0.0271897449704667	0.336850275600014	"SCIE"	"SPECTROSCOPY"	43	7226	"Eigenfactor"
"SOCIOLOGY - SSCI"	2.35544261139449e-17	0.622481856049608	"SSCI"	"SOCIOLOGY"	149	8543	"Eigenfactor"
"SPORT SCIENCES - ESCI"	0.000397380050946214	0.623107395895207	"ESCI"	"SPORT SCIENCES"	28	1179	"Eigenfactor"
"STATISTICS & PROBABILITY - ESCI"	0.490328688327589	0.118747367188648	"ESCI"	"STATISTICS & PROBABILITY"	36	1045	"Eigenfactor"
"SOCIOLOGY - ESCI"	0.000108443823083473	0.490226791329346	"ESCI"	"SOCIOLOGY"	57	1552	"Eigenfactor"
"SOIL SCIENCE - ESCI"	0.0627247997905572	0.787871884557475	"ESCI"	"SOIL SCIENCE"	6	177	"Eigenfactor"
"TELECOMMUNICATIONS - SCIE"	0.000356525123224118	0.366243101576054	"SCIE"	"TELECOMMUNICATIONS"	91	39397	"Eigenfactor"
"SURGERY - SCIE"	2.49744530837461e-39	0.749675815369586	"SCIE"	"SURGERY"	211	41598	"Eigenfactor"
"SUBSTANCE ABUSE - SSCI"	2.55042506738143e-05	0.633693631680555	"SSCI"	"SUBSTANCE ABUSE"	37	4521	"Eigenfactor"
"SUBSTANCE ABUSE - SCIE"	0.00242507603032776	0.62550726783166	"SCIE"	"SUBSTANCE ABUSE"	21	3507	"Eigenfactor"
"SURGERY - ESCI"	0.00509042888814863	0.357143254784448	"ESCI"	"SURGERY"	60	5517	"Eigenfactor"
"SUBSTANCE ABUSE - ESCI"	0.000550333653030762	0.822897681815705	"ESCI"	"SUBSTANCE ABUSE"	13	344	"Eigenfactor"
"TELECOMMUNICATIONS - ESCI"	0.291073414741124	-0.303749067378355	"ESCI"	"TELECOMMUNICATIONS"	14	453	"Eigenfactor"
"CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE"	3.99838718406349e-33	0.80028685978192	"SCIE"	"CARDIAC & CARDIOVASCULAR SYSTEMS"	143	22257	"Eigenfactor"
"BUSINESS, FINANCE - SSCI"	2.98983011068311e-15	0.663042063879692	"SSCI"	"BUSINESS, FINANCE"	110	7359	"Eigenfactor"
"CELL & TISSUE ENGINEERING - SCIE"	2.09338808536908e-07	0.798498530651247	"SCIE"	"CELL & TISSUE ENGINEERING"	29	3378	"Eigenfactor"
"CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI"	9.95848337041622e-07	0.61429035608114	"ESCI"	"CARDIAC & CARDIOVASCULAR SYSTEMS"	53	2894	"Eigenfactor"
"BUSINESS, FINANCE - ESCI"	1.07422469189641e-08	0.51008945272829	"ESCI"	"BUSINESS, FINANCE"	111	3805	"Eigenfactor"
"CELL & TISSUE ENGINEERING - ESCI"	NA	1	"ESCI"	"CELL & TISSUE ENGINEERING"	2	19	"Eigenfactor"
"THERMODYNAMICS - SCIE"	1.89006921670232e-07	0.605140182639544	"SCIE"	"THERMODYNAMICS"	62	17189	"Eigenfactor"
"TOXICOLOGY - SCIE"	1.2309403540526e-12	0.653578169054481	"SCIE"	"TOXICOLOGY"	93	12063	"Eigenfactor"
"TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE"	0.00102155220149675	0.511816227528202	"SCIE"	"TRANSPORTATION SCIENCE & TECHNOLOGY"	38	7079	"Eigenfactor"
"TROPICAL MEDICINE - SCIE"	6.7434336428173e-05	0.733825391547204	"SCIE"	"TROPICAL MEDICINE"	23	4368	"Eigenfactor"
"TRANSPLANTATION - SCIE"	1.12073642992367e-07	0.844366423117208	"SCIE"	"TRANSPLANTATION"	25	4709	"Eigenfactor"
"TRANSPORTATION - SSCI"	0.000729430497056818	0.530597790170366	"SSCI"	"TRANSPORTATION"	37	4252	"Eigenfactor"
"URBAN STUDIES - SSCI"	2.80208790763374e-06	0.646658465988773	"SSCI"	"URBAN STUDIES"	43	4090	"Eigenfactor"
"TOXICOLOGY - ESCI"	0.035377706979718	0.8422203584303	"ESCI"	"TOXICOLOGY"	6	355	"Eigenfactor"
"TRANSPORTATION SCIENCE & TECHNOLOGY - ESCI"	0.00204545321002813	0.633572146739657	"ESCI"	"TRANSPORTATION SCIENCE & TECHNOLOGY"	21	624	"Eigenfactor"
"URBAN STUDIES - ESCI"	0.0207602912344894	0.427355233757678	"ESCI"	"URBAN STUDIES"	29	909	"Eigenfactor"
"THERMODYNAMICS - ESCI"	0.246223605285166	0.382068772218311	"ESCI"	"THERMODYNAMICS"	11	645	"Eigenfactor"
"TROPICAL MEDICINE - ESCI"	0.398400716724122	0.427021626526602	"ESCI"	"TROPICAL MEDICINE"	6	269	"Eigenfactor"
"TRANSPORTATION - ESCI"	0.0116124934737044	0.651405369092798	"ESCI"	"TRANSPORTATION"	14	414	"Eigenfactor"
"TRANSPLANTATION - ESCI"	0.0465116279069767	0.953488372093023	"ESCI"	"TRANSPLANTATION"	4	210	"Eigenfactor"
"THEATER - AHCI"	0.000711604673852765	0.592294415693371	"AHCI"	"THEATER"	29	735	"Eigenfactor"
"VIROLOGY - SCIE"	0.00010175706834324	0.595282663072963	"SCIE"	"VIROLOGY"	37	6550	"Eigenfactor"
"UROLOGY & NEPHROLOGY - SCIE"	5.45417593676093e-22	0.811313108564763	"SCIE"	"UROLOGY & NEPHROLOGY"	89	10393	"Eigenfactor"
"VETERINARY SCIENCES - SCIE"	8.00746802114364e-13	0.54813121165707	"SCIE"	"VETERINARY SCIENCES"	146	19237	"Eigenfactor"
"VETERINARY SCIENCES - ESCI"	0.00674875858427156	0.57194331876357	"ESCI"	"VETERINARY SCIENCES"	21	1440	"Eigenfactor"
"UROLOGY & NEPHROLOGY - ESCI"	0.000105529985045386	0.648728135655	"ESCI"	"UROLOGY & NEPHROLOGY"	30	1891	"Eigenfactor"
"VIROLOGY - ESCI"	NA	1	"ESCI"	"VIROLOGY"	2	25	"Eigenfactor"
"WATER RESOURCES - SCIE"	3.67758054312928e-08	0.521470134764758	"SCIE"	"WATER RESOURCES"	98	21668	"Eigenfactor"
"ZOOLOGY - SCIE"	5.64187729249066e-08	0.397415310056286	"SCIE"	"ZOOLOGY"	174	13712	"Eigenfactor"
"WOMENS STUDIES - SSCI"	2.50599877246041e-05	0.589929745608833	"SSCI"	"WOMENS STUDIES"	44	2755	"Eigenfactor"
"WATER RESOURCES - ESCI"	0.00405525459602042	0.587307842583221	"ESCI"	"WATER RESOURCES"	22	761	"Eigenfactor"
"WOMENS STUDIES - ESCI"	0.970088425328131	0.0102017410416671	"ESCI"	"WOMENS STUDIES"	16	321	"Eigenfactor"
"CELL BIOLOGY - SCIE"	5.83556002480969e-30	0.699356289752513	"SCIE"	"CELL BIOLOGY"	195	32514	"Eigenfactor"
"CHEMISTRY, APPLIED - SCIE"	2.33790395405163e-14	0.746249058658682	"SCIE"	"CHEMISTRY, APPLIED"	74	21833	"Eigenfactor"
"CHEMISTRY, ANALYTICAL - SCIE"	4.35148179794277e-06	0.470077722227019	"SCIE"	"CHEMISTRY, ANALYTICAL"	87	33234	"Eigenfactor"
"CHEMISTRY, INORGANIC & NUCLEAR - SCIE"	1.4028855870212e-08	0.728534018249733	"SCIE"	"CHEMISTRY, INORGANIC & NUCLEAR"	45	13272	"Eigenfactor"
"CHEMISTRY, MEDICINAL - SCIE"	2.65602865631825e-08	0.63670619443565	"SCIE"	"CHEMISTRY, MEDICINAL"	62	15400	"Eigenfactor"
"CHEMISTRY, MEDICINAL - ESCI"	0.41278954990819	0.312594523519613	"ESCI"	"CHEMISTRY, MEDICINAL"	9	787	"Eigenfactor"
"CHEMISTRY, INORGANIC & NUCLEAR - ESCI"	NA	1	"ESCI"	"CHEMISTRY, INORGANIC & NUCLEAR"	2	132	"Eigenfactor"
"CELL BIOLOGY - ESCI"	0.134860571646558	0.682931805989183	"ESCI"	"CELL BIOLOGY"	6	59	"Eigenfactor"
"CHEMISTRY, APPLIED - ESCI"	0.280944400511686	0.904194430179465	"ESCI"	"CHEMISTRY, APPLIED"	3	263	"Eigenfactor"
"CHEMISTRY, MULTIDISCIPLINARY - SCIE"	6.69384728939734e-19	0.600222927303734	"SCIE"	"CHEMISTRY, MULTIDISCIPLINARY"	179	89550	"Eigenfactor"
"CHEMISTRY, PHYSICAL - SCIE"	4.14545229396965e-19	0.627386507982949	"SCIE"	"CHEMISTRY, PHYSICAL"	162	83970	"Eigenfactor"
"CHEMISTRY, ORGANIC - SCIE"	8.39457225027472e-11	0.733789420362827	"SCIE"	"CHEMISTRY, ORGANIC"	57	17726	"Eigenfactor"
"CHEMISTRY, MULTIDISCIPLINARY - ESCI"	0.0134611344482552	0.387630808142883	"ESCI"	"CHEMISTRY, MULTIDISCIPLINARY"	40	2668	"Eigenfactor"
"CLASSICS - AHCI"	0.00252984646703428	0.45396959004081	"AHCI"	"CLASSICS"	42	664	"Eigenfactor"
"CHEMISTRY, PHYSICAL - ESCI"	0.948007283296058	0.0346757092158076	"ESCI"	"CHEMISTRY, PHYSICAL"	6	168	"Eigenfactor"
"CLASSICS - ESCI"	0.163818287518789	0.378797677630972	"ESCI"	"CLASSICS"	15	189	"Eigenfactor"
"CLINICAL NEUROLOGY - SCIE"	1.29336998147856e-25	0.642565427819523	"SCIE"	"CLINICAL NEUROLOGY"	208	33106	"Eigenfactor"
"COMMUNICATION - SSCI"	1.58621426968853e-07	0.506945644434527	"SSCI"	"COMMUNICATION"	95	6448	"Eigenfactor"
"CLINICAL NEUROLOGY - ESCI"	2.42821718947754e-05	0.574337367490166	"ESCI"	"CLINICAL NEUROLOGY"	47	2173	"Eigenfactor"
"COMMUNICATION - ESCI"	2.84068088215764e-09	0.522839727694249	"ESCI"	"COMMUNICATION"	113	3096	"Eigenfactor"
"AGRICULTURAL ENGINEERING - SCIE"	0.00498387783767622	0.703620525028164	"SCIE"	"AGRICULTURAL ENGINEERING"	14	3909	"Total Citations"
"AGRICULTURE, MULTIDISCIPLINARY - SCIE"	0.00975384750296596	0.339601272027794	"SCIE"	"AGRICULTURE, MULTIDISCIPLINARY"	57	7679	"Total Citations"
"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE"	0.0182771017096718	0.296543093690478	"SCIE"	"AGRICULTURE, DAIRY & ANIMAL SCIENCE"	63	10665	"Total Citations"
"ALLERGY - SCIE"	2.43238326490522e-06	0.762250390953258	"SCIE"	"ALLERGY"	28	2672	"Total Citations"
"ACOUSTICS - SCIE"	0.00969131965281259	0.457329656669397	"SCIE"	"ACOUSTICS"	31	5788	"Total Citations"
"ANESTHESIOLOGY - SCIE"	6.31706189315663e-07	0.74583420979415	"SCIE"	"ANESTHESIOLOGY"	33	4227	"Total Citations"
"AGRONOMY - SCIE"	6.45692942615919e-13	0.665102250032037	"SCIE"	"AGRONOMY"	91	13375	"Total Citations"
"ANATOMY & MORPHOLOGY - SCIE"	0.00035918397559977	0.70491832556205	"SCIE"	"ANATOMY & MORPHOLOGY"	21	2909	"Total Citations"
"AGRICULTURAL ECONOMICS & POLICY - SCIE"	0.0123106556810443	0.535740663150251	"SCIE"	"AGRICULTURAL ECONOMICS & POLICY"	21	1420	"Total Citations"
"ANDROLOGY - SCIE"	0.319040825871211	0.405409025603763	"SCIE"	"ANDROLOGY"	8	991	"Total Citations"
"AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI"	0.0326247861810487	0.519385117283588	"ESCI"	"AGRICULTURE, DAIRY & ANIMAL SCIENCE"	17	1480	"Total Citations"
"ANESTHESIOLOGY - ESCI"	7.86095927220231e-06	0.746231270457986	"ESCI"	"ANESTHESIOLOGY"	27	1425	"Total Citations"
"AGRICULTURE, MULTIDISCIPLINARY - ESCI"	2.03718870192438e-05	0.733203682035088	"ESCI"	"AGRICULTURE, MULTIDISCIPLINARY"	26	1610	"Total Citations"
"AGRONOMY - ESCI"	1.66641722878231e-11	0.885511213792817	"ESCI"	"AGRONOMY"	32	1678	"Total Citations"
"ANATOMY & MORPHOLOGY - ESCI"	0.0710109639625872	0.993785442128191	"ESCI"	"ANATOMY & MORPHOLOGY"	3	135	"Total Citations"
"AGRICULTURAL ECONOMICS & POLICY - ESCI"	0.138499269433339	0.416498780927001	"ESCI"	"AGRICULTURAL ECONOMICS & POLICY"	14	699	"Total Citations"
"ALLERGY - ESCI"	0.000250329297713459	0.932170381310246	"ESCI"	"ALLERGY"	9	168	"Total Citations"
"AGRICULTURAL ENGINEERING - ESCI"	NA	1	"ESCI"	"AGRICULTURAL ENGINEERING"	2	135	"Total Citations"
"ACOUSTICS - ESCI"	0.922498157021494	0.0413815340098791	"ESCI"	"ACOUSTICS"	8	294	"Total Citations"
"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"	0.000185399062158702	0.290490185256711	"SCIE"	"COMPUTER SCIENCE, INFORMATION SYSTEMS"	161	43338	"Total Citations"
"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"	1.54298192408097e-05	0.397715806214776	"SCIE"	"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"	111	20071	"Total Citations"
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"	6.0496496220147e-14	0.579843183951464	"SCIE"	"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	140	24305	"Total Citations"
"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"	8.93520170074656e-09	0.692950138615179	"SCIE"	"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE"	53	6799	"Total Citations"
"COMPUTER SCIENCE, CYBERNETICS - SCIE"	7.28897578774274e-08	0.869343399970017	"SCIE"	"COMPUTER SCIENCE, CYBERNETICS"	23	2447	"Total Citations"
"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI"	0.000407797300815112	0.435201149996431	"ESCI"	"COMPUTER SCIENCE, INFORMATION SYSTEMS"	62	3163	"Total Citations"
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI"	0.000787213040710656	0.541219655114673	"ESCI"	"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	35	1856	"Total Citations"
"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI"	0.00117843704835271	0.555496503587461	"ESCI"	"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"	31	1297	"Total Citations"
"COMPUTER SCIENCE, CYBERNETICS - ESCI"	0.554573365905202	0.3065539224232	"ESCI"	"COMPUTER SCIENCE, CYBERNETICS"	6	90	"Total Citations"
"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - ESCI"	0.990235251335349	-0.00766929085000406	"ESCI"	"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE"	5	214	"Total Citations"
"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE"	0.00214895774418407	0.368560140917856	"SCIE"	"CONSTRUCTION & BUILDING TECHNOLOGY"	67	16200	"Total Citations"
"CRITICAL CARE MEDICINE - SCIE"	3.40763974353263e-05	0.633166144754638	"SCIE"	"CRITICAL CARE MEDICINE"	36	5027	"Total Citations"
"COMPUTER SCIENCE, THEORY & METHODS - SCIE"	9.10258239896075e-18	0.704342844606859	"SCIE"	"COMPUTER SCIENCE, THEORY & METHODS"	110	13867	"Total Citations"
"CRYSTALLOGRAPHY - SCIE"	0.0132875960760432	0.479040462976724	"SCIE"	"CRYSTALLOGRAPHY"	26	6660	"Total Citations"
"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"	2.21543474141566e-16	0.687039767781415	"SCIE"	"COMPUTER SCIENCE, SOFTWARE ENGINEERING"	108	11726	"Total Citations"
"CRIMINOLOGY & PENOLOGY - SSCI"	0.000619220805469371	0.401906853437549	"SSCI"	"CRIMINOLOGY & PENOLOGY"	69	4478	"Total Citations"
"CRYSTALLOGRAPHY - ESCI"	0.86985811395794	0.0768869596949738	"ESCI"	"CRYSTALLOGRAPHY"	7	669	"Total Citations"
"COMPUTER SCIENCE, THEORY & METHODS - ESCI"	0.279259332138956	0.215977951425109	"ESCI"	"COMPUTER SCIENCE, THEORY & METHODS"	27	2126	"Total Citations"
"CRITICAL CARE MEDICINE - ESCI"	0.121211693170771	0.451755241369852	"ESCI"	"CRITICAL CARE MEDICINE"	13	530	"Total Citations"
"CRIMINOLOGY & PENOLOGY - ESCI"	4.63914068570224e-07	0.701323700894665	"ESCI"	"CRIMINOLOGY & PENOLOGY"	40	1196	"Total Citations"
"CONSTRUCTION & BUILDING TECHNOLOGY - ESCI"	0.00435158256462478	0.609254059093038	"ESCI"	"CONSTRUCTION & BUILDING TECHNOLOGY"	20	702	"Total Citations"
"COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI"	0.814012063166064	0.0561802495011037	"ESCI"	"COMPUTER SCIENCE, SOFTWARE ENGINEERING"	20	419	"Total Citations"
"DEVELOPMENTAL BIOLOGY - SCIE"	2.35332456772456e-09	0.776871397050201	"SCIE"	"DEVELOPMENTAL BIOLOGY"	41	3736	"Total Citations"
"DERMATOLOGY - SCIE"	1.96470283623093e-13	0.745732666214451	"SCIE"	"DERMATOLOGY"	69	8781	"Total Citations"
"DEVELOPMENT STUDIES - SSCI"	0.00045466612949961	0.517059391021635	"SSCI"	"DEVELOPMENT STUDIES"	42	3199	"Total Citations"
"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE"	4.56261700857981e-13	0.66555986259869	"SCIE"	"DENTISTRY, ORAL SURGERY & MEDICINE"	92	10124	"Total Citations"
"DEMOGRAPHY - SSCI"	5.4054466833265e-06	0.73580325842494	"SSCI"	"DEMOGRAPHY"	29	1679	"Total Citations"
"CULTURAL STUDIES - SSCI"	0.0290665803637031	0.325599324579925	"SSCI"	"CULTURAL STUDIES"	45	2157	"Total Citations"
"CULTURAL STUDIES - AHCI"	0.0290665803637031	0.325599324579925	"AHCI"	"CULTURAL STUDIES"	45	2157	"Total Citations"
"DENTISTRY, ORAL SURGERY & MEDICINE - ESCI"	2.99976080374251e-10	0.710153042878854	"ESCI"	"DENTISTRY, ORAL SURGERY & MEDICINE"	59	2986	"Total Citations"
"DERMATOLOGY - ESCI"	0.0142347672800726	0.526375807465184	"ESCI"	"DERMATOLOGY"	21	640	"Total Citations"
"CULTURAL STUDIES - ESCI"	0.0233214593125774	0.64572899224405	"ESCI"	"CULTURAL STUDIES"	12	261	"Total Citations"
