"Journal name"	"Category"	"Total Citations"	"2020 JIF"	"2020 JCI"	"5 Year JIF"	"Immediacy Index"	"Eigenfactor"	"Article Influence Score"	"Total Articles"	"DB"	"Cat"
7117	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	1476	6.271	1	6.434	1.189	0.003	1.245	113	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7118	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1470	2.9	0.69	3.641	0.704	0.005	1.307	250	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7119	"GERIATRICS & GERONTOLOGY - SCIE"	1468	6.4	1.05	5.366	3.342	0.002	1.282	28	"SCIE"	"GERIATRICS & GERONTOLOGY"
3611	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	1458	8.207	0.85	9.088	2.38	0.002	1.465	40	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7120	"GEOGRAPHY, PHYSICAL - SCIE"	1413	0.842	0.29	1.163	NA	0.001	0.292	NA	"SCIE"	"GEOGRAPHY, PHYSICAL"
7120	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1413	0.842	0.29	1.163	NA	0.001	0.292	NA	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
5765	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI"	1403	5.032	1.02	4.929	1.593	0.002	0.748	88	"SSCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
5765	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	1403	5.032	1.02	4.929	1.593	0.002	0.748	88	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7121	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1378	2.68	0.75	3.089	0.564	0.001	0.344	84	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
5772	"GEOGRAPHY, PHYSICAL - SCIE"	1358	2.086	0.47	1.959	0.61	0.001	0.368	59	"SCIE"	"GEOGRAPHY, PHYSICAL"
5772	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1358	2.086	0.47	1.959	0.61	0.001	0.368	59	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7122	"GERIATRICS & GERONTOLOGY - SCIE"	1348	1.645	0.45	1.671	0.526	0.001	0.472	38	"SCIE"	"GERIATRICS & GERONTOLOGY"
7123	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1346	3.727	0.92	4.67	1.027	0.002	0.893	73	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7124	"GEOLOGY - SCIE"	1343	1.463	0.56	1.237	0.475	0.001	0.335	40	"SCIE"	"GEOLOGY"
7125	"GERONTOLOGY - SSCI"	1311	1.311	0.38	1.353	0.355	0.001	0.259	128	"SSCI"	"GERONTOLOGY"
7125	"GERIATRICS & GERONTOLOGY - SCIE"	1311	1.311	0.38	1.353	0.355	0.001	0.259	128	"SCIE"	"GERIATRICS & GERONTOLOGY"
7126	"GERIATRICS & GERONTOLOGY - SCIE"	1288	1.71	0.32	1.912	0.899	0.002	0.519	122	"SCIE"	"GERIATRICS & GERONTOLOGY"
7127	"GEOLOGY - SCIE"	1277	1.35	0.52	1.217	0.25	0.001	0.294	59	"SCIE"	"GEOLOGY"
4462	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	1266	4.98	0.79	NA	0.548	0.002	0.892	29	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7128	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1259	1.009	0.39	0.966	1.167	0.001	0.232	47	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7129	"GERIATRICS & GERONTOLOGY - SCIE"	1252	2.44	0.58	2.618	0.563	0.002	0.608	126	"SCIE"	"GERIATRICS & GERONTOLOGY"
7130	"GEOLOGY - SCIE"	1208	1.353	0.59	1.765	0.333	0.001	0.372	27	"SCIE"	"GEOLOGY"
7131	"GEOLOGY - SCIE"	1205	1.561	0.79	1.599	0.533	0.001	0.46	29	"SCIE"	"GEOLOGY"
4467	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1203	1.341	0.66	1.507	2.268	0.001	0.389	41	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
4684	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1180	1.882	1.09	1.773	0.597	0.001	0.587	68	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7132	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1179	3.604	0.77	3.784	0.77	0.004	1.421	69	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7133	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	1173	NA	0.3	NA	0	0	0.33	1	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7134	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1153	1.086	0.37	1.435	0.845	0.001	0.33	57	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
246	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	1149	3.039	0.7	2.833	0.744	0.001	0.494	85	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7135	"GERONTOLOGY - SSCI"	1121	2.115	0.7	2.807	0.778	0.001	0.637	58	"SSCI"	"GERONTOLOGY"
7135	"GERIATRICS & GERONTOLOGY - SCIE"	1121	2.115	0.7	2.807	0.778	0.001	0.637	58	"SCIE"	"GERIATRICS & GERONTOLOGY"
5796	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1112	3.964	0.85	5.386	0.811	0.002	1.555	34	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
5796	"GEOGRAPHY, PHYSICAL - SCIE"	1112	3.964	0.85	5.386	0.811	0.002	1.555	34	"SCIE"	"GEOGRAPHY, PHYSICAL"
7136	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1098	2.769	0.84	2.988	0	0.001	0.999	6	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7137	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1078	3.235	0.61	2.197	0	0	0.54	2	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7138	"GEOLOGY - SCIE"	1077	0.855	0.43	1.154	0.295	0.001	0.338	44	"SCIE"	"GEOLOGY"
7139	"GEOLOGY - SCIE"	1068	0.983	0.43	1.385	0.278	0.001	0.363	17	"SCIE"	"GEOLOGY"
4693	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1032	2.569	1.29	2.5	0.255	0.001	0.652	47	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7140	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	1032	1.586	0.48	1.557	NA	0	0.415	NA	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7141	"GEOLOGY - SCIE"	1021	1.51	0.62	1.698	0.333	0.001	0.403	27	"SCIE"	"GEOLOGY"
4080	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	998	1.745	0.52	1.76	0.699	0.001	0.311	91	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7142	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	990	2.185	0.89	2.216	0.55	0.001	0.626	20	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7143	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	985	2.031	0.57	1.836	0.415	0.001	0.358	61	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
4082	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	980	2.83	0.46	2.19	0.871	0.001	0.247	65	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7144	"GEOLOGY - SCIE"	977	2.974	1.51	3.511	1.7	0.001	1.113	20	"SCIE"	"GEOLOGY"
5809	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	970	4.508	0.7	4.608	1.113	0.001	0.616	134	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7145	"GEOLOGY - SCIE"	968	0.67	0.25	0.921	0.055	0.001	0.241	54	"SCIE"	"GEOLOGY"
7146	"GERONTOLOGY - SSCI"	962	2.283	0.59	2.426	2.671	0.001	0.637	70	"SSCI"	"GERONTOLOGY"
808	"GEOGRAPHY, PHYSICAL - SCIE"	943	2.684	0.66	2.542	0.863	0.001	0.546	51	"SCIE"	"GEOGRAPHY, PHYSICAL"
7147	"GEOLOGY - SCIE"	942	1.3	0.55	1.394	0.27	0.001	0.276	124	"SCIE"	"GEOLOGY"
7148	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	923	2.06	0.67	2.137	0.617	0.002	0.836	60	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7149	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	917	1.673	0.49	1.774	0.808	0.001	0.496	49	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7150	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	912	2.744	0.51	2.584	0.737	0.001	0.515	19	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7150	"GEOGRAPHY, PHYSICAL - SCIE"	912	2.744	0.51	2.584	0.737	0.001	0.515	19	"SCIE"	"GEOGRAPHY, PHYSICAL"
3669	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	898	2.811	0.37	3.091	1	0.001	0.567	34	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
2051	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	886	1.927	0.51	1.988	0.396	0.001	0.535	47	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7151	"GERONTOLOGY - SSCI"	871	1.969	0.78	1.71	0.395	0.001	0.422	73	"SSCI"	"GERONTOLOGY"
7152	"GERIATRICS & GERONTOLOGY - ESCI"	860	NA	0.74	NA	1.478	0.001	0.693	60	"ESCI"	"GERIATRICS & GERONTOLOGY"
7153	"GERONTOLOGY - SSCI"	857	2.205	0.6	2.852	0.273	0.001	0.915	32	"SSCI"	"GERONTOLOGY"
7154	"GEOLOGY - SCIE"	852	1.432	0.56	1.716	0.2	0	0.411	20	"SCIE"	"GEOLOGY"
7155	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	848	1.6	0.61	1.76	0.227	0.001	0.472	21	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7156	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	839	2.347	0.51	3.428	0.448	0.001	0.613	62	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7157	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	834	1.566	0.61	1.674	0.2	0.001	0.425	20	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
819	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	833	2.878	0.64	2.543	0.51	0.001	0.416	140	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7158	"GERIATRICS & GERONTOLOGY - SCIE"	817	1.87	0.57	2.318	0.208	0.002	0.711	69	"SCIE"	"GERIATRICS & GERONTOLOGY"
7159	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	816	3.277	1.2	3.277	0.764	0.003	1.582	123	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7160	"GERONTOLOGY - ESCI"	814	NA	0.44	NA	0.533	0.001	0.48	28	"ESCI"	"GERONTOLOGY"
7161	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	799	NA	0.33	NA	0.709	0.001	0.275	80	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7162	"GERONTOLOGY - SSCI"	774	0.353	0.09	0.606	0.091	0.001	0.174	22	"SSCI"	"GERONTOLOGY"
5821	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	772	4.182	0.81	6.663	0.607	0.002	2.417	21	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7163	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	772	0.627	0.22	1.143	NA	0	0.297	NA	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7164	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	765	NA	0.24	NA	0.198	0.001	0.145	73	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
4723	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	750	2.21	0.84	2.091	1.274	0.001	0.924	60	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7165	"GEOLOGY - SCIE"	728	1.859	0.71	1.827	0.4	0.001	0.426	29	"SCIE"	"GEOLOGY"
7166	"GERONTOLOGY - ESCI"	726	NA	0.33	NA	0.375	0.001	0.371	55	"ESCI"	"GERONTOLOGY"
4510	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	720	0.736	0.18	0.758	0.667	0	0.178	44	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7167	"GERIATRICS & GERONTOLOGY - SCIE"	720	3.878	0.79	4.036	1.222	0.001	1.084	13	"SCIE"	"GERIATRICS & GERONTOLOGY"
4511	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	719	3.868	0.91	3.14	1.111	0.001	0.764	43	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7168	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	717	1.67	0.32	1.793	0.564	0.001	0.216	100	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7169	"GEOLOGY - SCIE"	714	1.16	0.47	0.982	0.273	0	0.208	10	"SCIE"	"GEOLOGY"
7170	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	701	7.333	0.98	6	0.833	0	1.963	4	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7171	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	693	1	0.18	0.973	0.5	0	0.422	6	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
2067	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	685	1.308	0.4	1.47	0.308	0	0.315	13	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
6785	"GEOGRAPHY, PHYSICAL - SCIE"	677	2.184	0.67	1.742	0.063	0.001	0.544	16	"SCIE"	"GEOGRAPHY, PHYSICAL"
7172	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	676	1.852	0.65	2.029	0.667	0.001	0.535	27	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7173	"GEOLOGY - SCIE"	671	1.333	0.69	1.383	0.25	0.001	0.385	16	"SCIE"	"GEOLOGY"
7174	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	662	1.259	0.32	1.967	0.311	0.001	0.469	45	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7175	"GERIATRICS & GERONTOLOGY - ESCI"	652	NA	0.71	NA	1.155	0.002	1.644	55	"ESCI"	"GERIATRICS & GERONTOLOGY"
7176	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	650	0.659	0.2	1.178	0.235	0	0.299	17	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
1285	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	632	4.429	0.65	3.686	1.784	0.001	0.622	34	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7177	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	631	NA	0.57	NA	0.802	0.001	0.597	105	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7178	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	620	3.263	0.47	1.829	0.333	0.001	0.597	10	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
3707	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	606	3.75	0.81	4.351	1.603	0.001	0.731	65	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7179	"GEOLOGY - SCIE"	602	2.327	0.95	2.35	0.407	0.001	0.621	26	"SCIE"	"GEOLOGY"
6797	"GEOLOGY - SCIE"	600	0.586	0.19	0.769	0.189	0	0.195	37	"SCIE"	"GEOLOGY"
7180	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	597	0.844	0.25	1.381	0.111	0	0.343	18	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
4125	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	593	1.795	0.52	1.724	1.606	0.001	0.334	32	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7181	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	589	1.515	0.36	1.623	0.118	0.001	0.626	17	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7182	"GEOLOGY - SCIE"	588	0.773	0.34	1.174	4.2	0	0.322	23	"SCIE"	"GEOLOGY"
7183	"GERIATRICS & GERONTOLOGY - SCIE"	579	0.877	0.21	1.089	0.075	0.001	0.206	62	"SCIE"	"GERIATRICS & GERONTOLOGY"
7184	"GERIATRICS & GERONTOLOGY - ESCI"	564	NA	1.6	NA	1.357	0.001	2.354	14	"ESCI"	"GERIATRICS & GERONTOLOGY"
7185	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	557	NA	0.19	NA	0.481	0	0.12	48	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7186	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	548	1.476	0.33	1.256	0.545	0	0.435	11	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7187	"GEOLOGY - SCIE"	547	2.563	0.81	2.297	0.5	0	0.597	5	"SCIE"	"GEOLOGY"
7188	"GEOLOGY - SCIE"	534	0.81	0.33	1.049	0.391	0.001	0.26	46	"SCIE"	"GEOLOGY"
6808	"GEOGRAPHY, PHYSICAL - ESCI"	525	NA	0.74	NA	1.179	0.001	0.858	26	"ESCI"	"GEOGRAPHY, PHYSICAL"
7189	"GEOGRAPHY, PHYSICAL - SCIE"	517	1.981	0.32	1.893	0.942	0.001	0.418	45	"SCIE"	"GEOGRAPHY, PHYSICAL"
7190	"GERONTOLOGY - ESCI"	510	NA	0.36	NA	0.478	0	0.283	21	"ESCI"	"GERONTOLOGY"
7191	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	502	1.229	0.32	1.4	0.091	0.001	0.263	119	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
3729	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	500	2.8	0.57	2.875	0.88	0.001	0.77	22	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7192	"GERIATRICS & GERONTOLOGY - ESCI"	499	NA	0.39	NA	0.125	0.001	0.722	68	"ESCI"	"GERIATRICS & GERONTOLOGY"
6813	"GEOGRAPHY, PHYSICAL - SCIE"	498	0.7	0.2	1.284	0.3	0.001	0.494	10	"SCIE"	"GEOGRAPHY, PHYSICAL"
7193	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	497	1.413	0.43	1.275	0.391	0	0.14	23	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
4144	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	494	1.528	0.28	1.296	0.273	0	0.298	33	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7194	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	492	2.519	0.79	3.06	2.286	0.001	0.723	7	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7195	"GEOGRAPHY, PHYSICAL - ESCI"	491	NA	0.43	NA	0.824	0	0.504	17	"ESCI"	"GEOGRAPHY, PHYSICAL"
7196	"GERIATRICS & GERONTOLOGY - ESCI"	483	NA	0.34	NA	0.75	0.001	0.599	77	"ESCI"	"GERIATRICS & GERONTOLOGY"
7197	"GERONTOLOGY - ESCI"	479	NA	0.25	NA	0.095	0	0.252	39	"ESCI"	"GERONTOLOGY"
7198	"GEOLOGY - SCIE"	476	1.103	0.4	1.295	0.364	0	0.324	11	"SCIE"	"GEOLOGY"
7199	"GEOLOGY - SCIE"	459	0.717	0.4	0.963	0.133	0	0.258	15	"SCIE"	"GEOLOGY"
7200	"GEOGRAPHY, PHYSICAL - SCIE"	459	1.5	0.34	1.659	0	0	0.369	4	"SCIE"	"GEOGRAPHY, PHYSICAL"
7201	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	459	NA	0.31	NA	0.382	0	0.23	33	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7202	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	458	NA	0.49	NA	0.258	0	0.138	116	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7203	"GEOGRAPHY, PHYSICAL - ESCI"	452	NA	0.85	NA	0.385	0.001	0.645	26	"ESCI"	"GEOGRAPHY, PHYSICAL"
7204	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	443	1.473	0.36	1.792	0.471	0.001	0.5	34	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7205	"GEOLOGY - SCIE"	443	1.333	0.57	1.19	0.467	0	0.394	15	"SCIE"	"GEOLOGY"
7206	"GEOLOGY - SCIE"	442	1.293	0.4	1.327	0.375	0	0.185	23	"SCIE"	"GEOLOGY"
7207	"GERIATRICS & GERONTOLOGY - ESCI"	439	NA	0.43	NA	1.217	0.001	0.774	20	"ESCI"	"GERIATRICS & GERONTOLOGY"
7208	"GERONTOLOGY - SSCI"	438	0.622	0.18	0.561	0.051	0	0.119	38	"SSCI"	"GERONTOLOGY"
7209	"GEOLOGY - SCIE"	434	0.72	0.28	0.762	0.143	0	0.228	14	"SCIE"	"GEOLOGY"
7210	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	427	3.543	0.63	3.21	0.067	0.001	1.097	11	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7211	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	426	0.625	0.23	0.688	0.053	0	0.235	19	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7212	"GERONTOLOGY - ESCI"	412	NA	0.51	NA	0.425	0.001	0.684	69	"ESCI"	"GERONTOLOGY"
5879	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	410	NA	0.66	NA	1.317	0.001	0.484	61	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
1786	"GERONTOLOGY - SSCI"	406	1.911	0.68	2.107	0.717	0.001	0.833	59	"SSCI"	"GERONTOLOGY"
7213	"GEOGRAPHY, PHYSICAL - ESCI"	400	NA	0.37	NA	1.348	0	0.063	28	"ESCI"	"GEOGRAPHY, PHYSICAL"
7214	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	390	NA	0.35	NA	0.888	0	0.2	82	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
3752	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	379	2.8	0.69	3	2.591	0.001	0.778	21	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7215	"GERONTOLOGY - ESCI"	377	NA	0.29	NA	0.278	0	0.297	34	"ESCI"	"GERONTOLOGY"
7216	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	375	1	0.23	0.823	0.6	0	0.211	25	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7217	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	372	NA	0.15	NA	0.13	0	0.128	20	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7218	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	371	NA	0.34	NA	0.287	0.001	0.161	108	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7219	"GEOLOGY - SCIE"	370	1.163	0.53	1.009	0	0	0.387	2	"SCIE"	"GEOLOGY"
7220	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	367	0.676	0.21	0.779	0.176	0	0.192	17	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7220	"GEOGRAPHY, PHYSICAL - SCIE"	367	0.676	0.21	0.779	0.176	0	0.192	17	"SCIE"	"GEOGRAPHY, PHYSICAL"
7221	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	356	0.5	0.07	0.714	NA	0	0.188	NA	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7222	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	344	NA	0.67	NA	1.147	0	0.716	73	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7223	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	344	0.802	0.18	0.781	0.286	0	0.182	42	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7224	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	338	0.779	0.17	1.153	0.019	0	0.219	53	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7225	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	334	0.8	0.15	0.925	0.188	0	0.234	16	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7226	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	332	0.789	0.32	0.93	0.095	0	0.265	21	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7227	"GEOLOGY - ESCI"	329	NA	0.15	NA	NA	0	0.238	NA	"ESCI"	"GEOLOGY"
6843	"GEOGRAPHY, PHYSICAL - SCIE"	329	0.816	0.35	1.122	0.588	0.001	0.63	17	"SCIE"	"GEOGRAPHY, PHYSICAL"
6843	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	329	0.816	0.35	1.122	0.588	0.001	0.63	17	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7228	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	321	NA	0.18	NA	0.17	0	0.266	51	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7229	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	319	NA	0.45	NA	0.25	0	0.676	12	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7230	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	316	NA	0.2	NA	0.095	0	0.091	21	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7231	"GEOLOGY - ESCI"	305	NA	1.04	NA	0.551	0	0.523	49	"ESCI"	"GEOLOGY"
7232	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	295	2.081	0.38	2	1.619	0	0.323	18	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7233	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	293	NA	0.57	NA	0.818	0.001	0.736	64	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7234	"GEOGRAPHY, PHYSICAL - ESCI"	288	NA	0.15	NA	0.386	0	0.124	40	"ESCI"	"GEOGRAPHY, PHYSICAL"
7235	"GERIATRICS & GERONTOLOGY - ESCI"	287	NA	0.24	NA	0.061	0.001	0.273	31	"ESCI"	"GERIATRICS & GERONTOLOGY"
