"Journal name"	"Category"	"Total Citations"	"2020 JIF"	"2020 JCI"	"5 Year JIF"	"Immediacy Index"	"Eigenfactor"	"Article Influence Score"	"Total Articles"	"DB"	"Cat"
18742	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	178	NA	0.78	NA	0.571	0	0.309	35	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18743	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	178	NA	0.07	NA	0	0	0.097	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18744	"SOCIAL WORK - ESCI"	176	NA	0.62	NA	0.231	0	0.324	13	"ESCI"	"SOCIAL WORK"
18745	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	173	NA	0.24	NA	0	0	0.302	27	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
7547	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	171	0.189	0.11	0.343	0.133	0	0.096	15	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
17287	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	170	1.828	0.55	0.871	1.238	0	0.121	21	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18746	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	168	NA	0.14	NA	0.109	0	0.142	55	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18747	"SOCIAL WORK - ESCI"	167	NA	0.33	NA	0.167	0	0.274	24	"ESCI"	"SOCIAL WORK"
18748	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	167	NA	0.03	NA	NA	0	0.076	NA	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18749	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	166	NA	0.28	NA	0	0.001	0.725	19	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18750	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	165	NA	0.3	NA	0.118	0	0.315	51	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18751	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	163	0.383	0.12	0.574	0.067	0	0.279	30	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18752	"SOCIAL WORK - ESCI"	162	NA	0.3	NA	0.125	0	0.17	16	"ESCI"	"SOCIAL WORK"
18753	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	160	NA	0.6	NA	0.179	0	0.225	33	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18754	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	159	NA	0.38	NA	0.148	0	0.156	26	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18755	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	157	NA	0.15	NA	0	0	0.137	30	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18756	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	154	NA	0.66	NA	0.343	0	0.12	137	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18757	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	154	NA	0.17	NA	0.043	0.001	0.297	45	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18758	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	149	NA	0.26	NA	0.154	0	0.367	26	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18759	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	147	NA	0.4	NA	0.08	0	0.245	24	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18760	"SOCIAL WORK - ESCI"	146	NA	0.26	NA	0.143	0	0.164	14	"ESCI"	"SOCIAL WORK"
18761	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	140	0.394	0.22	0.408	0.29	0	0.092	31	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18762	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	136	0.209	0.08	0.343	0.1	0	0.199	20	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18763	"SOCIAL WORK - ESCI"	132	NA	0.49	NA	0.271	0	0.243	47	"ESCI"	"SOCIAL WORK"
18764	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	131	NA	0.26	NA	0.25	0	0.138	8	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18765	"SOCIAL SCIENCES, MATHEMATICAL METHODS - ESCI"	130	NA	0.28	NA	0.417	0	0.251	48	"ESCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"
18766	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	127	NA	0.47	NA	0.188	0	0.389	31	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18767	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	127	NA	0.21	NA	0.255	0	0.08	55	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18768	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	126	NA	0.18	NA	0.176	0	0.213	31	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18769	"SOCIAL WORK - ESCI"	123	NA	0.53	NA	0.079	0	0.353	38	"ESCI"	"SOCIAL WORK"
18770	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	123	NA	0.13	NA	NA	0	0.12	NA	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18771	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	120	NA	0.44	NA	0.348	0	0.221	46	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18772	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	119	NA	0.09	NA	0.042	0	0.046	136	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18773	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	119	NA	0.03	NA	0.028	0	0.04	424	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18774	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	118	NA	0.09	NA	0.133	0	0.215	30	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
2872	"SOCIAL WORK - SSCI"	118	1.129	0.64	1.37	0.15	0	0.298	19	"SSCI"	"SOCIAL WORK"
18775	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	113	NA	0.21	NA	0.069	0	0.187	29	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18776	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	112	NA	0.27	NA	0.364	0	0.668	11	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18777	"SOCIAL SCIENCES, MATHEMATICAL METHODS - ESCI"	111	NA	0.66	NA	0.5	0	1.069	8	"ESCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"
18778	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	110	NA	0.15	NA	0.039	0	0.067	50	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18779	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	99	NA	0.25	NA	0.2	0	0.112	25	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18780	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	94	NA	0.16	NA	0.019	0	0.08	162	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18781	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	89	NA	0.51	NA	1.75	0	0.273	12	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18782	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	89	NA	0.1	NA	0.158	0	0.277	19	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18783	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	85	NA	0.26	NA	0.5	0	0.178	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18784	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	83	NA	0.04	NA	0	0	0.076	51	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18785	"SOCIAL WORK - ESCI"	81	NA	0.14	NA	0.048	0	0.077	21	"ESCI"	"SOCIAL WORK"
18786	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	81	NA	0.28	NA	0.238	0	0.097	20	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18787	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	79	NA	0.16	NA	0	0	0.431	16	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18788	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	79	NA	0.18	NA	0.125	0	0.205	23	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18789	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	76	NA	0.02	NA	0.667	0	0.201	9	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18790	"SOCIAL WORK - SSCI"	74	0.243	0.12	0.212	0.286	0	0.062	11	"SSCI"	"SOCIAL WORK"
18791	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	73	NA	0.27	NA	0.2	0	0.22	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18792	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	71	NA	0.26	NA	0.2	0	0.078	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18793	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	70	NA	0.1	NA	0.105	0	0.187	19	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18794	"SOCIAL WORK - ESCI"	68	NA	0.76	NA	0.27	0	0.306	51	"ESCI"	"SOCIAL WORK"
18795	"SOCIAL SCIENCES, MATHEMATICAL METHODS - ESCI"	66	NA	0.11	NA	0.25	0	0.245	8	"ESCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"
18796	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	62	NA	0.18	NA	0.13	0	0.027	74	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18797	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	62	NA	0.08	NA	0.033	0	0.114	30	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18798	"SOCIAL WORK - ESCI"	61	NA	0.3	NA	0	0	0.389	2	"ESCI"	"SOCIAL WORK"
18799	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	60	NA	0.12	NA	0.149	0	0.046	86	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18800	"SOCIAL WORK - ESCI"	59	NA	0.09	NA	0.13	0	0.079	23	"ESCI"	"SOCIAL WORK"
18801	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	58	NA	0.03	NA	0.028	0	0.055	36	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18802	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	57	NA	0.25	NA	0.188	0	0.214	16	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18803	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	57	NA	0.2	NA	0	0	0.114	23	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18804	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	56	NA	0.11	NA	0.079	0	0.301	38	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18805	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	55	NA	0.01	NA	0.143	0	0.094	28	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18806	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	55	NA	0.08	NA	0	0	0.176	12	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18807	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	52	NA	0.1	NA	0.1	0	0.044	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18808	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	51	NA	0.11	NA	0	0	0.358	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18809	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	50	NA	0.27	NA	0	0	0.273	7	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18810	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	50	NA	0.13	NA	0.156	0	0.115	31	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18811	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	49	NA	NA	NA	0.281	0	NA	167	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18812	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	48	NA	0.22	NA	0.227	0	0.213	20	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18813	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	47	NA	0.26	NA	0.182	0	0.123	11	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18814	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	46	NA	0.15	NA	0.116	0	0.156	43	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18815	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	45	NA	0.1	NA	0	0	0.064	24	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18816	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	44	NA	0.22	NA	0	0	0.17	12	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18817	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	43	NA	0.02	NA	0	0	0.29	6	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18818	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	42	NA	0.08	NA	0	0	0.113	37	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18819	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	42	NA	0.07	NA	0.2	0	0.039	5	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18820	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	42	NA	0.09	NA	0	0	0.021	123	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18821	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	41	NA	0.13	NA	0.08	0	0.083	25	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18822	"SOCIAL SCIENCES, MATHEMATICAL METHODS - ESCI"	41	NA	0.13	NA	0.053	0	0.059	19	"ESCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"
18823	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	40	NA	0.17	NA	0.047	0	0.069	62	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18824	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	40	NA	0.28	NA	0.028	0	0.001	35	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18825	"SOCIAL WORK - ESCI"	40	NA	0.17	NA	0	0	0.122	24	"ESCI"	"SOCIAL WORK"
18826	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	38	0.231	0.09	0.238	0	0	0.079	15	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18827	"SOCIAL WORK - ESCI"	37	NA	0.15	NA	0	0	0.153	13	"ESCI"	"SOCIAL WORK"
18828	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	36	NA	0.46	NA	0.6	0	0.28	5	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
17329	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	36	NA	NA	NA	0.563	0	0	56	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18829	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	36	NA	0.05	NA	0.053	0	0.021	37	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18830	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	34	NA	0.04	NA	0.182	0	0.068	22	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18831	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	32	NA	0.11	NA	0.111	0	0.083	18	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18832	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	31	NA	0.16	NA	0.05	0	0.022	20	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18833	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	30	NA	0.02	NA	0.029	0	0.034	35	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18834	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	29	NA	0.03	NA	0	0	0.015	38	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18835	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	28	NA	0.1	NA	0	0	0.085	18	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18836	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	28	NA	0.04	NA	0	0	0.147	37	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18837	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	28	NA	0.11	NA	0.125	0	0.119	8	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18838	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	27	NA	0.04	NA	0	0	0.139	18	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18839	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	25	NA	0.12	NA	0.026	0	0.019	39	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18840	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	25	NA	0.01	NA	0	0	0.019	14	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18841	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	24	NA	0.03	NA	0.5	0	0.033	1	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18842	"SOCIAL WORK - ESCI"	24	NA	0.06	NA	0	0	0.017	10	"ESCI"	"SOCIAL WORK"
18843	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	23	NA	0.11	NA	NA	0	0.074	NA	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18844	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	22	NA	0.12	NA	0.038	0	0.023	25	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18845	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	21	NA	0.08	NA	0	0	0.185	16	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18846	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	21	NA	0.02	NA	0	0	0.008	7	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18847	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	21	NA	0.1	NA	0.1	0	0.068	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18848	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	20	NA	0.12	NA	0	0	0.063	12	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18849	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	19	NA	0.18	NA	0	0	0.053	26	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18850	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	19	NA	0.07	NA	0	0	0.092	10	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18851	"SOCIAL WORK - ESCI"	19	NA	0.07	NA	0	0	0.043	19	"ESCI"	"SOCIAL WORK"
18852	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	18	NA	0.05	NA	NA	0	0.031	NA	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18853	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	18	NA	0.17	NA	0.167	0	0.083	5	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18854	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	18	NA	0.04	NA	0.028	0	0.033	31	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18855	"SOCIAL WORK - ESCI"	17	NA	0.11	NA	0	0	0.027	19	"ESCI"	"SOCIAL WORK"
18856	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	17	NA	0.4	NA	0.563	0	0.043	16	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18857	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	16	NA	0.16	NA	0	0	0.042	6	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18858	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	15	NA	0.03	NA	0.04	0	0.024	25	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18859	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	15	NA	0.09	NA	0	0	0.067	22	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18860	"SOCIAL WORK - ESCI"	11	NA	0.02	NA	0.125	0	0.037	8	"ESCI"	"SOCIAL WORK"
18861	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	11	NA	0.05	NA	0.077	0	0.015	39	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18862	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	10	NA	0.12	NA	0	0	0.051	17	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18863	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	10	NA	0.13	NA	0	0	0.083	13	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18864	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	9	NA	0.06	NA	0.028	0	0.059	36	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18865	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	8	NA	0.02	NA	0	0	0.015	30	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18866	"SOCIAL WORK - ESCI"	8	NA	0.02	NA	0	0	0.018	27	"ESCI"	"SOCIAL WORK"
18867	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	8	NA	0.03	NA	NA	0	0.016	NA	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18868	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	8	NA	0.05	NA	NA	0	0.087	NA	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18869	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	7	NA	0.05	NA	NA	0	0.021	NA	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18870	"SOCIAL WORK - ESCI"	6	NA	0.03	NA	0	0	0.017	37	"ESCI"	"SOCIAL WORK"
18871	"SOCIAL WORK - ESCI"	6	NA	0.06	NA	0.111	0	0.04	9	"ESCI"	"SOCIAL WORK"
18872	"SOCIAL SCIENCES, MATHEMATICAL METHODS - ESCI"	3	NA	0.02	NA	NA	0	0.043	NA	"ESCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"
18873	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	3	NA	0.01	NA	0	0	0.007	13	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18874	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	1	NA	0.05	NA	0	0	0.006	11	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18875	"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI"	0	NA	0	NA	0	0	0	11	"ESCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"
18876	"SOIL SCIENCE - SCIE"	49474	7.609	1.82	8.312	1.27	0.028	1.697	308	"SCIE"	"SOIL SCIENCE"
15956	"SPORT SCIENCES - SCIE"	48958	3.532	1.05	4.007	1.466	0.019	1.093	275	"SCIE"	"SPORT SCIENCES"
18877	"STATISTICS & PROBABILITY - SCIE"	48223	5.033	1.92	6.086	1.166	0.036	5.315	295	"SCIE"	"STATISTICS & PROBABILITY"
2097	"STATISTICS & PROBABILITY - SCIE"	45506	5.844	2.2	7.458	1.789	0.04	12.74	76	"SCIE"	"STATISTICS & PROBABILITY"
7	"SOIL SCIENCE - SCIE"	44914	4.192	1.29	4.712	1.047	0.019	0.972	451	"SCIE"	"SOIL SCIENCE"
18878	"SPORT SCIENCES - SCIE"	43794	5.411	1.76	5.788	1.601	0.025	1.637	296	"SCIE"	"SPORT SCIENCES"
14724	"SPORT SCIENCES - SCIE"	42235	6.203	2.29	7.392	1.179	0.038	1.994	349	"SCIE"	"SPORT SCIENCES"
18879	"SPECTROSCOPY - SCIE"	38446	4.098	1.72	3.464	1.587	0.024	0.461	1250	"SCIE"	"SPECTROSCOPY"
508	"STATISTICS & PROBABILITY - SCIE"	35786	6.44	4.77	36.68	0.9	0.061	15.273	70	"SCIE"	"STATISTICS & PROBABILITY"
18880	"SOIL SCIENCE - SCIE"	33708	6.114	1.63	6.183	1.476	0.024	1.122	526	"SCIE"	"SOIL SCIENCE"
11440	"STATISTICS & PROBABILITY - SCIE"	33375	2.373	0.82	3.267	0.342	0.031	1.909	375	"SCIE"	"STATISTICS & PROBABILITY"
18881	"STATISTICS & PROBABILITY - SCIE"	31930	4.488	2.04	5.701	0.911	0.014	5.805	56	"SCIE"	"STATISTICS & PROBABILITY"
18882	"SPORT SCIENCES - SCIE"	30989	13.8	3.05	14.833	5.657	0.041	4.212	92	"SCIE"	"SPORT SCIENCES"
18018	"SPORT SCIENCES - SCIE"	30690	3.966	1.43	4.489	1.394	0.018	1.222	196	"SCIE"	"SPORT SCIENCES"
11444	"STATISTICS & PROBABILITY - SCIE"	28145	2.445	0.78	3.364	0.803	0.012	3.078	71	"SCIE"	"STATISTICS & PROBABILITY"
18883	"STATISTICS & PROBABILITY - SCIE"	28123	4.028	1.65	5.358	0.847	0.028	5.238	150	"SCIE"	"STATISTICS & PROBABILITY"
18884	"SOIL SCIENCE - SCIE"	28004	2.307	0.62	2.832	0.42	0.005	0.601	134	"SCIE"	"SOIL SCIENCE"
11445	"STATISTICS & PROBABILITY - SCIE"	27464	2.571	0.71	2.887	0.374	0.014	2.108	246	"SCIE"	"STATISTICS & PROBABILITY"
18885	"SOCIOLOGY - SSCI"	26801	9.654	4.53	11.677	1.286	0.016	6.972	42	"SSCI"	"SOCIOLOGY"
18886	"SOCIOLOGY - SSCI"	24558	4.688	2.32	7.924	0.8	0.009	5.158	25	"SSCI"	"SOCIOLOGY"
